"unitid","school_name","address","state","A01"
100690,"Amridge University","1200 Taylor Rd, Montgomery, Alabama","Alabama",9384788
100937,"Birmingham-Southern College","900 Arkadelphia Road, Birmingham, Alabama","Alabama",50743827
101189,"Faulkner University","5345 Atlanta Hwy, Montgomery, Alabama","Alabama",20868071
101365,"Herzing University-Birmingham","280 West Valley Ave, Birmingham, Alabama","Alabama",0
101435,"Huntingdon College","1500 East Fairview Avenue, Montgomery, Alabama","Alabama",50818280
101453,"Heritage Christian University","3625 Helton Dr, Florence, Alabama","Alabama",14434665
101541,NA,NA,NA,15671684
101675,"Miles College","5500 Myron Massey Blvd, Fairfield, Alabama","Alabama",23273985
101693,"University of Mobile","5735 College Parkway, Mobile, Alabama","Alabama",16454881
101912,"Oakwood University","7000 Adventist Blvd NW, Huntsville, Alabama","Alabama",25126437
102049,"Samford University","800 Lakeshore Drive, Birmingham, Alabama","Alabama",317435540
102058,"Selma University","1501 Boynton St, Dinkins Hall, Selma, Alabama","Alabama",0
102234,"Spring Hill College","4000 Dauphin St, Mobile, Alabama","Alabama",50356824
102270,"Stillman College","3601 Stillman Boulevard, Tuscaloosa, Alabama","Alabama",19060678
102298,"Talladega College","627 West Battle Street, Talladega, Alabama","Alabama",17081860
102377,"Tuskegee University","Kresge Center, 3rd Floor, Tuskegee, Alabama","Alabama",159872068
102395,"United States Sports Academy","One Academy Drive, Daphne, Alabama","Alabama",17053530
102580,"Alaska Bible College","248 E Elmwood Ave, Palmer, Alaska","Alaska",0
102669,"Alaska Pacific University","4101 University Dr, Anchorage, Alaska","Alaska",74723616
103945,NA,NA,NA,0
104188,NA,NA,NA,377246
104586,"Embry-Riddle Aeronautical University-Prescott","3700 Willow Creek Road, Prescott, Arizona","Arizona",NA
104665,"The School of Architecture","7610 E. McDonald Dr, Suite G, Scottsdale, Arizona","Arizona",NA
105589,"Prescott College","220 Grove Ave, Prescott, Arizona","Arizona",2200891
105899,"Arizona Christian University","1 W. Firestorm Way, Glendale, Arizona","Arizona",999388
106306,"Arkansas Baptist College","1600 Dr. Martin Luther King Jr. Drive, Little Rock, Arkansas","Arkansas",0
106342,"Lyon College","2300 Highland Road, Batesville, Arkansas","Arkansas",44535534
106546,"Baptist Health College Little Rock","11900 COLONEL GLENN RD STE 1000, Little Rock, Arkansas","Arkansas",NA
106713,"Central Baptist College","1501 College Avenue, Conway, Arkansas","Arkansas",3314633
106810,"Crowley's Ridge College","100 College Dr, Paragould, Arkansas","Arkansas",80841
107044,"Harding University","915 E. Market Ave., Searcy, Arkansas","Arkansas",162579192
107080,"Hendrix College","1600 Washington Ave, Conway, Arkansas","Arkansas",184432809
107123,"Jefferson Regional School of Nursing","1600 West 40th Avenue, Pine Bluff, Arkansas","Arkansas",NA
107141,"John Brown University","2000 W University St, Siloam Springs, Arkansas","Arkansas",124033830
107512,"Ouachita Baptist University","410 Ouachita St, Arkadelphia, Arkansas","Arkansas",111841329
107558,"University of the Ozarks","415 N College Ave, Clarksville, Arkansas","Arkansas",111572156
107600,"Philander Smith University","900 W. Daisy Bates Drive, Little Rock, Arkansas","Arkansas",9279796
107840,"Shorter College","604 Locust St, N Little Rock, Arkansas","Arkansas",0
107877,"Williams Baptist University","60 W Fulbright Avenue, Walnut Ridge, Arkansas","Arkansas",15583157
108269,"Academy of Chinese Culture and Health Sciences","1600 Broadway, Ste. 200, Oakland, California","California",0
108852,"American Academy of Dramatic Arts-Los Angeles","1336 North La Brea Avenue, Los Angeles, California","California",0
108861,"Berkeley School of Theology","2606 Dwight Way, Berkeley, California","California",6291637
108870,"American Film Institute Conservatory","2021 N Western Ave, Los Angeles, California","California",17789078
109086,NA,NA,NA,17023439
109651,"Art Center College of Design","1700 Lida St, Pasadena, California","California",135579000
109785,"Azusa Pacific University","901 E Alosta, Azusa, California","California",79486896
110060,"Bethesda University","730 N. Euclid St, Anaheim, California","California",5859045
110097,"Biola University","13800 Biola Ave, La Mirada, California","California",199463000
110316,"California Institute of Integral Studies","1453 Mission Street, San Francisco, California","California",2644565
110361,"California Baptist University","8432 Magnolia Ave, Riverside, California","California",38096197
110370,"California College of the Arts","1111 Eighth Street, San Francisco, California","California",43940000
110404,"California Institute of Technology","1200 E California Blvd, Pasadena, California","California",3426502000
110413,"California Lutheran University","60 W Olsen Rd, Thousand Oaks, California","California",113589491
110918,"California Christian College","5364 E. Belmont Avenue, Fresno, California","California",800176
111045,"Haven University","12761 Euclid St., Garden Grove, California","California",162326
111081,"California Institute of the Arts","24700 W McBean Pky, Valencia, California","California",198460744
111391,"California Western School of Law","225 Cedar St, San Diego, California","California",23591611
111638,"Casa Loma College-Los Angeles","15301 Ventura Blvd. Suite D-100, Sherman Oaks, California","California",0
111708,"CET-San Diego","4153 Market Street, San Diego, California","California",NA
111717,"CET-San Jose","701 Vine St, San Jose, California","California",NA
111726,"CET-El Centro","294 S 3rd St, El Centro, California","California",NA
111744,"CET-Colton","1099 N. Pepper Ave, Colton, California","California",NA
111762,"CET-Watsonville","10 Blanca Lane, Watsonville, California","California",NA
111799,"CET-Salinas","24 East Alvin Drive, Salinas, California","California",NA
111948,"Chapman University","One University Dr., Orange, California","California",419215628
111966,"Charles R Drew University of Medicine and Science","1731 E 120th St, Los Angeles, California","California",107162000
112075,"Concordia University-Irvine","1530 Concordia West, Irvine, California","California",46720716
112084,"San Diego Christian College","280 Riverview Parkway, Santee, California","California",439242
112127,"Church Divinity School of the Pacific","2451 Ridge Road, Berkeley, California","California",25794010
112251,"Claremont Graduate University","150 E Tenth St, Claremont, California","California",189942737
112260,"Claremont McKenna College","500 E 9th St, Claremont, California","California",1323325000
112525,"Western University of Health Sciences","309 E 2nd St, Pomona, California","California",58378878
112570,"California College of ASU","1111 S. Broadway Suite, Los Angeles, California","California",0
113537,"Dell'Arte International School of Physical Theatre","131 H Street, Blue Lake, California","California",51292
113698,"Dominican University of California","50 Acacia Ave, San Rafael, California","California",31936063
113704,"Dominican School of Philosophy & Theology","2301 Vine Street, Berkeley, California","California",8221502
114549,"Fielding Graduate University","2020 De La Vina St, Santa Barbara, California","California",16080897
114734,"Franciscan School of Theology","5998 Alcala Park, San Diego, California","California",9257623
114813,"Fresno Pacific University","1717 S. Chestnut Ave, Fresno, California","California",29749166
114840,"Fuller Theological Seminary","135 N Oakland Ave, Pasadena, California","California",98466000
114947,"Gemological Institute of America-Carlsbad","5345 Armada Dr, Carlsbad, California","California",NA
115083,"Golden Gate University","536 Mission Street, San Francisco, California","California",47596704
115214,"Graduate Theological Union","2400 Ridge Rd, Berkeley, California","California",51474835
115409,"Harvey Mudd College","301 Platt Blvd., Claremont, California","California",369748311
115728,"Holy Names University","3500 Mountain Blvd, Oakland, California","California",54360783
115773,"Humphreys University-Stockton and Modesto Campuses","6650 Inglewood Ave, Stockton, California","California",1825244
116712,NA,NA,NA,6465237
116846,"American Jewish University","15600 Mulholland Dr, Los Angeles, California","California",96122952
117104,"Life Pacific University","1100 W. Covina Blvd., San Dimas, California","California",10552710
117140,"University of La Verne","1950 Third St, La Verne, California","California",162514093
117168,"Laguna College of Art and Design","2222 Laguna Canyon Rd, Laguna Beach, California","California",1624831
117520,"Life Chiropractic College West","25001 Industrial Blvd, Hayward, California","California",191117
117557,"Lincoln University","401 15th Street, Oakland, California","California",5614119
117575,"Southern California Seminary","2075 E. Madison Avenue, El Cajon, California","California",0
117627,"La Sierra University","4500 Riverwalk Parkway, Riverside, California","California",99719776
117636,"Loma Linda University","11139 Anderson Street, Loma Linda, California","California",1126603000
117672,"Southern California University of Health Sciences","16200 East Amber Valley Drive, Whittier, California","California",15727288
117751,"The Master's University and Seminary","21726 Placerita Canyon Road, Santa Clarita, California","California",3720981
117946,"Loyola Marymount University","One Lmu Drive, Los Angeles, California","California",549669000
118541,NA,NA,NA,12934076
118693,"Menlo College","1000 El Camino Real, Atherton, California","California",22837232
118888,"Northeastern University Oakland","5000 MacArthur Blvd, Oakland, California","California",194304762
119173,"Mount Saint Mary's University","12001 Chalon Rd, Los Angeles, California","California",188267066
119605,"National University","9388 Lightwave Ave, San Diego, California","California",780839065
120166,"San Francisco Bay University","161 Mission Falls Lane, Fremont, California","California",152913863
120184,"Notre Dame de Namur University","1500 Ralston Ave, Belmont, California","California",26220965
120254,"Occidental College","1600 Campus Rd, Los Angeles, California","California",479820636
120403,"Otis College of Art and Design","9045 Lincoln Blvd, Los Angeles, California","California",28326895
120537,"Hope International University","2500 E Nutwood Ave, Fullerton, California","California",4775762
120698,"Palo Alto University","1791 Arastradero Rd, Palo Alto, California","California",2959144
120768,"Pacific Oaks College","45 W Eureka Street, Pasadena, California","California",0
120795,"Pacific School of Religion","1798 Scenic Ave, Berkeley, California","California",38822394
120838,"Pacific States University","3424 Wilshire Blvd. 12th floor, Los Angeles, California","California",0
120865,"Pacific Union College","One Angwin Ave, Angwin, California","California",22773186
120883,"University of the Pacific","3601 Pacific Ave, Stockton, California","California",522506015
121150,"Pepperdine University","24255 Pacific Coast Hwy, Malibu, California","California",1274057000
121257,"Pitzer College","1050 North Mills Avenue, Claremont, California","California",153859878
121309,"Point Loma Nazarene University","3900 Lomaland Dr, San Diego, California","California",96992978
121345,"Pomona College","550 N College Ave, Claremont, California","California",2592467000
121628,"Pardee RAND Graduate School","1776 Main St, Santa Monica, California","California",NA
121691,"University of Redlands","1200 E. Colton Ave, Redlands, California","California",263190689
122117,"Dongguk University Los Angeles","440 Shatto Pl, Los Angeles, California","California",0
122296,"Samuel Merritt University","3100 Telegraph Avenue, Oakland, California","California",165908796
122436,"University of San Diego","5998 Alcala Park, San Diego, California","California",662712000
122454,NA,NA,NA,10324429
122506,"San Francisco Conservatory of Music","50 Oak Street, San Francisco, California","California",42016000
122612,"University of San Francisco","2130 Fulton St, San Francisco, California","California",448409000
122649,"San Joaquin College of Law","901 Fifth St, Clovis, California","California",2915735
122728,"William Jessup University","2121 University Avenue, Rocklin, California","California",8632042
122931,"Santa Clara University","500 El Camino Real, Santa Clara, California","California",1207660000
123095,"Saybrook University","55 W Eureka Street, Pasadena, California","California",0
123165,"Scripps College","1030 North Columbia Avenue, Claremont, California","California",423784716
123280,"Shasta Bible College and Graduate School","2951 Goodwater Ave., Redding, California","California",620089
123448,"Trinity Law School","2200 N Grand Ave, Santa Ana, California","California",186852
123457,"Simpson University","2211 College View Drive, Redding, California","California",7391112
123554,"Saint Mary's College of California","1928 Saint Marys Road, Moraga, California","California",195793522
123633,"South Baylo University","1126 N Brookhurst St, Anaheim, California","California",244189
123651,"Vanguard University of Southern California","55 Fair Dr, Costa Mesa, California","California",7091097
123855,NA,NA,NA,94704342
123916,"Starr King School for the Ministry","414 13th St., Suite 700, Oakland, California","California",6288663
123943,"Marshall B Ketchum University","2575 Yorba Linda Blvd, Fullerton, California","California",26466443
123952,"Southern California Institute of Architecture","960 E. 3rd Street, Los Angeles, California","California",658000
123961,"University of Southern California","University Park, Los Angeles, California","California",6351236000
123970,"Southwestern Law School","3050 Wilshire Boulevard, Los Angeles, California","California",39590192
124283,"Claremont School of Theology","1325 N College Ave, Claremont, California","California",5227679
124292,"Thomas Aquinas College","10000 Ojai Road, Santa Paula, California","California",23189158
124487,"Epic Bible College & Graduate School","4330 Auburn Boulevard, Sacramento, California","California",0
125037,"The Colleges of Law at Ventura","4475 Market St, Ventura, California","California",0
125718,"Westminster Theological Seminary in California","1725 Bear Valley Parkway, Escondido, California","California",4561517
125727,"Westmont College","955 La Paz Rd, Santa Barbara, California","California",88687287
125763,"Whittier College","13406 E Philadelphia Street, Whittier, California","California",121411640
125897,"Woodbury University","7500 N. Glenoaks Blvd, Burbank, California","California",23901133
126012,"The Wright Institute","2728 Durant Ave, Berkeley, California","California",7852667
126049,"Thomas Jefferson School of Law","701 B Street - Suite 110, San Diego, California","California",0
126076,"Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary","7215 Waring Ave, Los Angeles, California","California",0
126669,"Colorado Christian University","8787 West Alameda Avenue, Lakewood, Colorado","Colorado",4454265
126678,"Colorado College","14. E Cache La Poudre St., Colorado Springs, Colorado","Colorado",815548177
126872,NA,NA,NA,0
126979,"Denver Seminary","6399 S. Santa Fe Drive, Littleton, Colorado","Colorado",15429070
127060,"University of Denver","2199 S. University Blvd, Denver, Colorado","Colorado",814224320
127273,"Iliff School of Theology","2323 E. Iliff Ave., Denver, Colorado","Colorado",31649823
127653,"Naropa University","2130 Arapahoe Ave, Boulder, Colorado","Colorado",7041033
127714,"Nazarene Bible College","1465 Kelly Johnson Blvd, Colorado Springs, Colorado","Colorado",5904269
127918,"Regis University","3333 Regis Blvd, Denver, Colorado","Colorado",91772200
127954,"Montessori Education Center of the Rockies","3975 Martin Luther King Blvd., Denver, Colorado","Colorado",NA
128498,"Albertus Magnus College","700 Prospect St, New Haven, Connecticut","Connecticut",32955175
128586,"Bais Binyomin Academy","51 Carlton Road, Monsey, New York","New York",0
128744,"University of Bridgeport","126 Park Avenue, Bridgeport, Connecticut","Connecticut",25332000
128902,"Connecticut College","270 Mohegan Avenue, New London, Connecticut","Connecticut",339882000
129154,"Goodwin University","One Riverside Drive, East Hartford, Connecticut","Connecticut",11261000
129242,"Fairfield University","1073 N Benson Rd, Fairfield, Connecticut","Connecticut",363931209
129428,"Rensselaer at Hartford","275 Windsor St, Hartford, Connecticut","Connecticut",3007000
129491,"Hartford International University for Religion and Peace","77 Sherman Street, Hartford, Connecticut","Connecticut",57901066
129525,"University of Hartford","200 Bloomfield Ave, West Hartford, Connecticut","Connecticut",191831000
129534,"Holy Apostles College and Seminary","33 Prospect Hill Road, Cromwell, Connecticut","Connecticut",8844422
129774,"Mitchell College","437 Pequot Avenue, New London, Connecticut","Connecticut",7728371
129941,"University of New Haven","300 Boston Post Road, West Haven, Connecticut","Connecticut",93157120
130226,"Quinnipiac University","275 Mt Carmel Ave, Hamden, Connecticut","Connecticut",590109061
130253,"Sacred Heart University","5151 Park Ave, Fairfield, Connecticut","Connecticut",177704689
130314,"University of Saint Joseph","1678 Asylum Avenue, West Hartford, Connecticut","Connecticut",34611000
130590,"Trinity College","300 Summit St, Hartford, Connecticut","Connecticut",657930792
130697,"Wesleyan University","45 Wyllys Avenue, Middletown, Connecticut","Connecticut",1103148000
130794,"Yale University","Woodbridge Hall, New Haven, Connecticut","Connecticut",37060058000
130837,"Margaret H Rollins School of Nursing at Beebe Medical Center","424 Savannah Rd, Lewes, Delaware","Delaware",NA
130943,"University of Delaware","104 Hullihen Hall, Newark, Delaware","Delaware",1833449444
130989,"Goldey-Beacom College","4701 Limestone Rd, Wilmington, Delaware","Delaware",158788897
131098,NA,NA,NA,3450244
131113,"Wilmington University","320 Dupont Hwy, New Castle, Delaware","Delaware",107384567
131159,"American University","4400 Massachusetts Ave NW, Washington, District of Columbia","District of Columbia",965178000
131283,"The Catholic University of America","620 Michigan Avenue, NE, Washington, District of Columbia","District of Columbia",416818000
131405,"Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies","487 Michigan Ave, NE, Washington, District of Columbia","District of Columbia",2359049
131450,"Gallaudet University","800 Florida Ave, NE, Washington, District of Columbia","District of Columbia",192867677
131469,"George Washington University","1918 F Street, NW, Washington, District of Columbia","District of Columbia",2306287000
131496,"Georgetown University","37th and O St NW, Washington, District of Columbia","District of Columbia",1842891000
131520,"Howard University","2400 Sixth St NW, Washington, District of Columbia","District of Columbia",750622000
131830,"National Conservatory of Dramatic Arts","1556 Wisconsin Ave NW, Washington, District of Columbia","District of Columbia",NA
131876,"Trinity Washington University","125 Michigan Ave NE, Washington, District of Columbia","District of Columbia",56847763
131973,"Wesley Theological Seminary","4500 Massachusetts Ave., NW, Washington, District of Columbia","District of Columbia",52203642
132408,"Baptist University of Florida","5400 College Dr, Graceville, Florida","Florida",5985907
132471,"Barry University","11300 NE 2nd Ave, Miami, Florida","Florida",44037313
132602,"Bethune-Cookman University","640 Dr Mary McLeod Bethune Blvd, Daytona Beach, Florida","Florida",28915183
132657,"Lynn University","3601 N. Military Trail, Boca Raton, Florida","Florida",37084509
132842,"Albizu University-Miami","2173 N.W. 99th Avenue, Miami, Florida","Florida",0
132879,"Johnson University Florida","1011 Bill Beck Blvd, Kissimmee, Florida","Florida",62500
133492,"Eckerd College","4200 54th Ave S, Saint Petersburg, Florida","Florida",59829506
133526,"Edward Waters University","1658 Kings Rd, Jacksonville, Florida","Florida",3566917
133553,"Embry-Riddle Aeronautical University-Daytona Beach","1 Aerospace Blvd., Daytona Beach, Florida","Florida",159623000
133711,"Flagler College","74 King Street, Saint Augustine, Florida","Florida",112356488
133809,"Florida College","119 N Glen Arven Ave, Temple Terrace, Florida","Florida",20121905
133872,"AdventHealth University","671 Winyah Drive, Orlando, Florida","Florida",0
133881,"Florida Institute of Technology","150 West University Boulevard, Melbourne, Florida","Florida",93626719
133979,"Florida Memorial University","15800 NW 42 Avenue, Miami Gardens, Florida","Florida",6121991
134079,"Florida Southern College","111 Lake Hollingsworth Dr, Lakeland, Florida","Florida",88619362
134510,"Hobe Sound Bible College","11298 SE Gomez Ave, Hobe Sound, Florida","Florida",508017
134945,"Jacksonville University","2800 University Blvd N, Jacksonville, Florida","Florida",52526369
135081,"Keiser University-Ft Lauderdale","1500 NW 49th St., Fort Lauderdale, Florida","Florida",15749959
135364,"Luther Rice College & Seminary","3038 Evans Mill Road, Lithonia, Georgia","Georgia",0
135610,"Trinity International University-Florida","9010 SW 137th Ave, Suite #101, Miami, Florida","Florida",349698
135726,"University of Miami","University of Miami, Coral Gables, Florida","Florida",1346151024
136215,"Nova Southeastern University","3300 S. University Drive, Fort Lauderdale, Florida","Florida",438779287
136330,"Palm Beach Atlantic University","901 S. Flagler Drive, West Palm Beach, Florida","Florida",58706000
136701,"Saint Vincent de Paul Regional Seminary","10701 South Military Trail, Boynton Beach, Florida","Florida",26282987
136774,"Ringling College of Art and Design","2700 North Tamiami Trail, Sarasota, Florida","Florida",54800047
136950,"Rollins College","1000 Holt Avenue, Winter Park, Florida","Florida",370377000
137032,"Saint Leo University","33701 County Road 52, Saint Leo, Florida","Florida",74365130
137272,"St. John Vianney College Seminary","2900 SW 87th Ave, Miami, Florida","Florida",13485663
137476,"St. Thomas University","16401 NW 37th Ave, Miami Gardens, Florida","Florida",31285648
137546,"Stetson University","421 N Woodland Blvd, DeLand, Florida","Florida",269326063
137564,"Southeastern University","1000 Longfellow Blvd, Lakeland, Florida","Florida",8896568
137777,"Talmudic College of Florida","4000 Alton Rd, Miami Beach, Florida","Florida",9069815
137801,"Altierus Career College-Tampa","3319 W Hillsborough Ave, Tampa, Florida","Florida",0
137847,"The University of Tampa","401 W Kennedy Blvd, Tampa, Florida","Florida",58394444
137953,"Trinity Baptist College","800 Hammond Blvd, Jacksonville, Florida","Florida",83397
137962,"Trinity College of Florida","2430 Welbilt Boulevard, Trinity, Florida","Florida",0
138275,"Warner University","13895 Hwy 27, Lake Wales, Florida","Florida",1301542
138293,"Webber International University","1201 N Scenic Hwy, Babson Park, Florida","Florida",436863
138600,"Agnes Scott College","141 E. College Ave., Decatur, Georgia","Georgia",223074077
138761,"Andrew College","501College St, Cuthbert, Georgia","Georgia",8075371
138868,"Point University","507 West 10th Street, West Point, Georgia","Georgia",5616098
138947,"Clark Atlanta University","223 James P Brawley Drive, SW, Atlanta, Georgia","Georgia",82255762
139144,"Berry College","2277 Martha Berry Hwy NW, Mount Berry, Georgia","Georgia",1051738311
139153,"Beulah Heights University","892 Berne St SE, Atlanta, Georgia","Georgia",0
139199,"Brenau University","500 Washington Street SE, Gainesville, Georgia","Georgia",53716365
139205,"Brewton-Parker College","201 David-Eliza Fountain Circle, Mount Vernon, Georgia","Georgia",9633487
139348,"Columbia Theological Seminary","701 S. Columbia Dr, Decatur, Georgia","Georgia",226540254
139393,"Covenant College","14049 Scenic Highway, Lookout Mountain, Georgia","Georgia",42680820
139630,"Emmanuel University","181 Spring St, Franklin Springs, Georgia","Georgia",573734
139658,"Emory University","201 Dowman Drive, Atlanta, Georgia","Georgia",10039981000
139995,"Gupton Jones College of Funeral Service","5141 Snapfinger Woods Dr, Decatur, Georgia","Georgia",0
140146,"Interdenominational Theological Center","700 Martin Luther King Jr Dr SW, Atlanta, Georgia","Georgia",7677155
140234,"LaGrange College","601 Broad Street, Lagrange, Georgia","Georgia",54078852
140252,"Life University","1269 Barclay Circle, Marietta, Georgia","Georgia",0
140340,"Herzing University-Atlanta","50 Hurt Plaza SE  Ste. 400, Atlanta, Georgia","Georgia",0
140447,"Mercer University","1501 Mercer University Drive, Macon, Georgia","Georgia",380509662
140553,"Morehouse College","830 Westview Dr SW, Atlanta, Georgia","Georgia",156140406
140562,"Morehouse School of Medicine","720 Westview Drive, S.W., Atlanta, Georgia","Georgia",132909025
140696,"Oglethorpe University","4484 Peachtree Road, NE, Atlanta, Georgia","Georgia",34291302
140720,"Paine College","1235 15th St, Augusta, Georgia","Georgia",12600934
140818,"Piedmont University","1021 Central Ave, Demorest, Georgia","Georgia",60883059
140872,"Reinhardt University","7300 Reinhardt Circle, Waleska, Georgia","Georgia",40958421
140951,"Savannah College of Art and Design","342 Bull St, Savannah, Georgia","Georgia",219679359
140988,"Shorter University","315 Shorter Ave, Rome, Georgia","Georgia",15988659
141060,"Spelman College","350 Spelman Lane SW, Atlanta, Georgia","Georgia",390461996
141167,"Thomas University","1501 Millpond Rd, Thomasville, Georgia","Georgia",5661576
141185,"Toccoa Falls College","107 Kincaid Drive, Toccoa Falls, Georgia","Georgia",3623014
141237,"Truett McConnell University","100 Alumni Dr, Cleveland, Georgia","Georgia",6595063
141325,"Wesleyan College","4760 Forsyth Road, Macon, Georgia","Georgia",57606591
141361,"Young Harris College","1 College Street, Young Harris, Georgia","Georgia",109058744
141486,"Chaminade University of Honolulu","3140 Waialae Avenue, Honolulu, Hawaii","Hawaii",19037784
141644,"Hawaii Pacific University","1 Aloha Tower Drive, Honolulu, Hawaii","Hawaii",41431452
142090,"Boise Bible College","8695 W Marigold St, Boise, Idaho","Idaho",1130217
142294,"The College of Idaho","2112 Cleveland Blvd, Caldwell, Idaho","Idaho",105039031
142461,"Northwest Nazarene University","623 S. University Blvd., Nampa, Idaho","Idaho",57835828
142522,"Brigham Young University-Idaho","525 S Center, Rexburg, Idaho","Idaho",237892000
142832,"Adler University","17 North Dearborn Street, Chicago, Illinois","Illinois",2480740
142887,"American Academy of Art College","332 S Michigan Ave, Chicago, Illinois","Illinois",0
142957,"American Islamic College","640 W Irving Park RD, Chicago, Illinois","Illinois",0
143048,"School of the Art Institute of Chicago","36 S Wabash, Chicago, Illinois","Illinois",NA
143084,"Augustana College","639 38th St, Rock Island, Illinois","Illinois",193173257
143118,"Aurora University","347 S Gladstone Ave, Aurora, Illinois","Illinois",40823624
143233,"Bethany Theological Seminary","615 National Rd W, Richmond, Indiana","Indiana",49684604
143288,"Blackburn College","700 College Ave, Carlinville, Illinois","Illinois",28804244
143297,"Blessing Rieman College of Nursing and Health Sciences","3609 North Marx Drive, Quincy, Illinois","Illinois",NA
143303,NA,NA,NA,NA
143358,"Bradley University","1501 W BRADLEY AVE, Peoria, Illinois","Illinois",289109206
143659,"Catholic Theological Union at Chicago","5416 S Cornell Ave, Chicago, Illinois","Illinois",45160523
143853,"Midwestern University-Downers Grove","555 31st Street, Downers Grove, Illinois","Illinois",85248846
143978,"The Chicago School at Chicago","325 N Wells Street, Chicago, Illinois","Illinois",0
144014,"Chicago Theological Seminary","1407 E. 60th Street, Chicago, Illinois","Illinois",23408476
144050,"University of Chicago","5801 S Ellis Ave, Chicago, Illinois","Illinois",7759303123
144281,"Columbia College Chicago","600 South Michigan Ave, Chicago, Illinois","Illinois",278063166
144351,"Concordia University-Chicago","7400 Augusta, River Forest, Illinois","Illinois",27117933
144740,"DePaul University","1 E Jackson Blvd, Chicago, Illinois","Illinois",724866000
144883,"East-West University","816 S Michigan Ave, Chicago, Illinois","Illinois",10753394
144962,"Elmhurst University","190 Prospect Ave, Elmhurst, Illinois","Illinois",114228859
144971,"Eureka College","300 E. College Avenue, Eureka, Illinois","Illinois",27277783
145275,"Garrett-Evangelical Theological Seminary","2121 Sheridan Road, Evanston, Illinois","Illinois",105407416
145354,"Graham Hospital School of Nursing","210 W Walnut St, Canton, Illinois","Illinois",NA
145372,"Greenville University","315 E. College Ave., Greenville, Illinois","Illinois",21968300
145497,"Hebrew Theological College","7135 N Carpenter Rd, Skokie, Illinois","Illinois",NA
145558,"Rosalind Franklin University of Medicine and Science","3333 Green Bay Road, North Chicago, Illinois","Illinois",81612966
145619,"Benedictine University","5700 College Rd, Lisle, Illinois","Illinois",35991726
145628,"Illinois College of Optometry","3241 S Michigan Ave, Chicago, Illinois","Illinois",54991194
145646,"Illinois Wesleyan University","1312 N Park St, Bloomington, Illinois","Illinois",199454642
145691,"Illinois College","1101 West College Ave, Jacksonville, Illinois","Illinois",131155799
145725,"Illinois Institute of Technology","10 West 35th Street, Chicago, Illinois","Illinois",252743000
145886,"Institute for Clinical Social Work","1345 W Argyle Street, Chicago, Illinois","Illinois",664843
146241,NA,NA,NA,26459274
146339,"Judson University","1151 N State St, Elgin, Illinois","Illinois",6231736
146427,"Knox College","2 E South St, Galesburg, Illinois","Illinois",160871855
146481,"Lake Forest College","555 N Sheridan Road, Lake Forest, Illinois","Illinois",87095554
146490,"Lake Forest Graduate School of Management","1905 W. Field Court, Lake Forest, Illinois","Illinois",8925156
146533,"Lakeview College of Nursing","903 N Logan Ave, Danville, Illinois","Illinois",12407011
146612,"Lewis University","One University Parkway, Romeoville, Illinois","Illinois",82301924
146667,"Lincoln Christian University","100 Campus View Drive, Lincoln, Illinois","Illinois",9684906
146676,NA,NA,NA,20106194
146719,"Loyola University Chicago","1032 W. Sheridan Rd, Chicago, Illinois","Illinois",800315683
146728,"Lutheran School of Theology at Chicago","5416 S. Cornell Avenue, Fourth Floor, Chicago, Illinois","Illinois",45289487
146755,"Trinity College of Nursing & Health Sciences","2122 25th Avenue, Rock Island, Illinois","Illinois",NA
146816,"Generations College","29 E. Madison, Chicago, Illinois","Illinois",0
146825,NA,NA,NA,13486679
146977,"McCormick Theological Seminary","5416 South Cornell Avenue, 5th Floor, Chicago, Illinois","Illinois",78180933
147013,"McKendree University","701 College Rd, Lebanon, Illinois","Illinois",39050345
147031,"Meadville Theological School of Lombard College","180 N. Wabash Avenue, Chicago, Illinois","Illinois",24855871
147129,"Methodist College","7600 N. Academic Drive, Peoria, Illinois","Illinois",NA
147244,"Millikin University","1184 W Main St, Decatur, Illinois","Illinois",106570158
147341,"Monmouth College","700 E Broadway, Monmouth, Illinois","Illinois",120567774
147369,"Moody Bible Institute","820 N LaSalle Blvd, Chicago, Illinois","Illinois",85441911
147396,"Morrison Institute of Technology","701 Portland Ave, Morrison, Illinois","Illinois",0
147536,"National Louis University","122 S Michigan Ave, Chicago, Illinois","Illinois",36258055
147590,"National University of Health Sciences","200 E Roosevelt Rd, Lombard, Illinois","Illinois",18785428
147660,"North Central College","30 N Brainard St, Naperville, Illinois","Illinois",115929656
147679,"North Park University","3225 W Foster Ave, Chicago, Illinois","Illinois",167010588
147697,"Northern Baptist Theological Seminary","410 Warrenville Road, Suite 300, Lisle, Illinois","Illinois",15750593
147767,"Northwestern University","633 Clark St, Evanston, Illinois","Illinois",11079424000
147828,"Olivet Nazarene University","One University Avenue, Bourbonnais, Illinois","Illinois",73287001
148016,"Principia College","1 Maybeck Place, Elsah, Illinois","Illinois",451541997
148131,"Quincy University","1800 College Ave, Quincy, Illinois","Illinois",13352111
148335,NA,NA,NA,8625980
148405,"Rockford University","5050 E State St, Rockford, Illinois","Illinois",22925181
148487,"Roosevelt University","430 S Michigan Ave, Chicago, Illinois","Illinois",124990620
148496,"Dominican University","7900 W Division Street, River Forest, Illinois","Illinois",38111786
